GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHRA,AIANHHTA,AIANHHA,AITSA,ANRCA,CSAA,NECTAA,NECTADIVA,CNECTAA,CDA,SLDUA,SLDLA,VTDA,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7S001,H7S002,H7S003,H7S004,H7S005,H7S006,H7S007,H7S008,H7S009,H7S010,H7S011,H7S012,H7S013,H7S014,H7S015,H7S016,H7S017,H7S018,H7S019,H7S020,H7S021,H7S022,H7S023,H7S024,H7S025,H7S026,H7S027,H7S028,H7S029,H7S030,H7S031,H7S032,H7S033,H7S034,H7S035,H7S036,H7S037,H7S038,H7S039,H7S040,H7S041,H7S042,H7S043,H7S044,H7S045,H7S046,H7S047,H7S048,H7S049,H7S050,H7S051,H7S052,H7S053,H7S054,H7S055,H7S056,H7S057,H7S058,H7S059,H7S060,H7S061,H7S062,H7S063,H7S064,H7S065,H7S066,H7S067,H7S068,H7S069,H7S070,H7S071
"G1200730","2010","3","5","Florida","12","Leon County","073",,,,,,,,,,,,"999",,,,,,,,,,,,"Leon County",,221514,217808,145158,63061,627,6299,122,2541,3706,3401,717,764,741,50,375,245,148,43,154,15,2,13,34,84,16,280,132,39,1,21,20,1,7,14,18,1,6,2,5,8,5,0,0,0,0,0,24,9,1,6,2,1,0,3,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0
"G1200750","2010","3","5","Florida","12","Levy County","075",,,,,,,,,,,,"999",,,,,,,,,,,,"Levy County",,32172,31732,28029,2752,145,193,18,595,440,421,46,243,29,4,60,7,3,1,7,0,0,7,1,11,2,17,7,0,0,3,1,1,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"G1200770","2010","3","5","Florida","12","Liberty County","077",,,,,,,,,,,,"999",,,,,,,,,,,,"Liberty County",,6588,6525,5024,1317,64,10,0,110,63,63,8,30,3,0,10,2,1,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1200790","2010","3","5","Florida","12","Madison County","079",,,,,,,,,,,,"999",,,,,,,,,,,,"Madison County",,15037,14909,9021,5542,80,41,0,225,128,123,10,61,7,2,17,17,1,1,4,1,0,1,0,0,1,5,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1200810","2010","3","5","Florida","12","Manatee County","081",,,,,,,,,,,,"494",,,,,,,,,,,,"Manatee County",,256550,253346,218675,19069,744,4059,146,10653,3204,3019,525,711,394,35,835,87,38,50,136,19,0,54,26,81,28,169,66,12,2,9,7,0,8,10,16,5,1,1,6,2,4,14,1,4,0,1,10,1,0,1,1,2,4,1,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0
"G1200830","2010","3","5","Florida","12","Marion County","083",,,,,,,,,,,,"999",,,,,,,,,,,,"Marion County",,267117,263370,223439,29004,1015,3440,108,6364,3747,3499,519,1078,327,50,803,147,79,63,190,30,5,29,19,124,36,226,112,14,3,15,14,3,10,9,6,6,1,2,1,4,9,12,3,1,1,0,17,9,0,4,1,0,1,0,0,0,0,0,0,0,2,0,5,3,0,0,0,1,1,0,0
"G1200850","2010","3","5","Florida","12","Martin County","085",,,,,,,,,,,,"442",,,,,,,,,,,,"Martin County",,120572,119309,107609,5908,598,1198,78,3918,1263,1206,156,308,179,27,322,25,15,29,39,3,2,33,7,44,17,48,20,2,1,4,7,1,2,5,1,2,0,0,2,1,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,2,2
"G1200860","2010","3","5","Florida","12","Miami-Dade County","086",,,,,,,,,,,,"999",,,,,,,,,,,,"Miami-Dade County",,1950707,1906864,1465722,344809,3749,30924,544,61116,43843,41425,5320,1291,4098,240,19869,928,1874,1800,4026,146,33,557,115,841,287,2211,429,340,33,366,59,7,123,66,224,183,42,26,43,54,95,75,3,19,11,13,138,47,2,25,12,17,2,3,6,3,8,4,3,1,5,0,65,41,7,0,0,16,1,4,4
"G1200870","2010","3","5","Florida","12","Monroe County","087",,,,,,,,,,,,"999",,,,,,,,,,,,"Monroe County",,62089,61231,56271,3179,250,655,56,820,858,822,118,289,145,23,153,17,24,4,20,5,1,6,11,4,2,35,11,8,1,4,2,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1200890","2010","3","5","Florida","12","Nassau County","089",,,,,,,,,,,,"999",,,,,,,,,,,,"Nassau County",,57395,56808,51973,3554,238,515,32,496,587,558,60,250,103,19,68,20,8,0,7,1,0,10,3,6,3,27,13,2,0,0,1,0,2,4,2,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1200910","2010","3","5","Florida","12","Okaloosa County","091",,,,,,,,,,,,"999",,,,,,,,,,,,"Okaloosa County",,140434,136940,116668,12116,871,4537,262,2486,3494,3265,369,992,1074,78,279,78,153,12,44,21,0,18,83,45,19,201,82,22,1,13,20,3,5,23,6,5,7,0,3,2,4,3,0,1,0,1,20,7,0,1,1,0,0,10,0,0,0,0,1,0,0,0,8,8,0,0,0,0,0,0,0
"G1200930","2010","3","5","Florida","12","Okeechobee County","093",,,,,,,,,,,,"999",,,,,,,,,,,,"Okeechobee County",,30412,30067,24396,2387,233,262,21,2768,345,327,32,81,23,7,137,14,1,1,8,1,1,7,0,10,4,18,4,1,3,2,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1200950","2010","3","5","Florida","12","Orange County","095",,,,,,,,,,,,"422",,,,,,,,,,,,"Orange County",,875809,852171,580693,167767,3352,44535,957,54867,23638,21952,3565,2050,3092,187,6260,799,1018,691,1723,178,44,385,240,1293,427,1556,555,151,15,169,55,9,51,66,78,49,20,10,41,38,94,80,10,40,5,20,100,32,2,27,6,7,1,14,1,0,1,1,1,0,6,1,20,12,3,2,1,2,0,10,10
"G1200970","2010","3","5","Florida","12","Osceola County","097",,,,,,,,,,,,"422",,,,,,,,,,,,"Osceola County",,198269,191687,144593,21168,1034,5631,191,19070,6582,6091,1096,581,497,41,2250,134,182,113,546,51,8,142,35,253,162,465,168,29,7,78,10,0,23,16,22,21,7,0,12,9,14,26,2,9,3,9,23,5,3,9,4,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
"G1200990","2010","3","5","Florida","12","Palm Beach County","099",,,,,,,,,,,,"999",,,,,,,,,,,,"Palm Beach County",,1051250,1032884,807378,159187,4262,24017,572,37468,18366,17287,2404,1776,2167,214,6012,495,875,879,1039,108,19,376,136,598,189,969,287,160,13,109,32,5,58,42,66,25,19,6,12,28,57,37,1,3,5,4,86,31,2,14,6,7,4,9,4,0,2,2,0,0,4,1,23,18,5,0,0,0,0,1,1
"G1201010","2010","3","5","Florida","12","Pasco County","101",,,,,,,,,,,,"999",,,,,,,,,,,,"Pasco County",,366124,360833,329672,14352,1281,7284,188,8056,5291,4966,781,1502,813,92,1016,108,118,32,166,28,3,63,44,135,65,289,126,25,2,22,24,8,15,24,12,3,4,2,5,4,3,3,2,2,1,2,28,10,3,4,1,5,0,2,1,0,0,2,0,0,0,0,8,4,3,0,0,1,0,0,0
"G1201030","2010","3","5","Florida","12","Pinellas County","103",,,,,,,,,,,,"999",,,,,,,,,,,,"Pinellas County",,753654,743038,639768,66980,2314,21145,570,12261,10616,9898,1751,2496,1994,182,1659,373,248,110,347,80,8,61,123,354,112,650,316,69,9,45,33,6,30,43,30,14,6,3,3,11,13,6,0,3,5,5,49,16,3,8,4,0,0,7,3,1,1,2,1,0,3,0,15,12,3,0,0,0,0,4,4
"G1201050","2010","3","5","Florida","12","Polk County","105",,,,,,,,,,,,"999",,,,,,,,,,,,"Polk County",,460359,452924,361040,61101,1988,7442,260,21093,7435,6938,1121,1630,675,88,1944,232,157,179,361,40,9,95,57,238,112,455,194,37,4,53,24,8,26,25,12,10,7,4,10,3,14,17,1,1,4,1,29,5,0,7,9,2,0,2,0,0,1,2,1,0,0,0,10,8,1,0,0,0,1,3,3
"G1201070","2010","3","5","Florida","12","Putnam County","107",,,,,,,,,,,,"999",,,,,,,,,,,,"Putnam County",,57579,56918,46323,8226,287,371,39,1672,661,627,88,331,45,6,95,15,3,4,15,0,0,6,7,5,7,30,14,1,0,5,1,1,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3
"G1201090","2010","3","5","Florida","12","St. Johns County","109",,,,,,,,,,,,"999",,,,,,,,,,,,"St. Johns County",,146188,144567,132566,7566,429,2824,115,1067,1621,1528,208,465,412,38,185,55,24,12,33,10,0,10,25,46,5,84,45,5,1,5,5,0,5,8,3,0,1,0,0,0,0,2,1,0,3,0,6,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0
"G1201110","2010","3","5","Florida","12","St. Lucie County","111",,,,,,,,,,,,"442",,,,,,,,,,,,"St. Lucie County",,215781,211905,163111,36398,751,3296,125,8224,3876,3625,587,553,360,46,1031,189,165,175,253,18,7,51,27,117,46,241,107,33,6,20,20,0,7,9,5,4,5,0,1,5,12,3,2,1,1,0,7,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,1
"G1201130","2010","3","5","Florida","12","Santa Rosa County","113",,,,,,,,,,,,"999",,,,,,,,,,,,"Santa Rosa County",,115163,112910,102310,6277,1029,2219,161,914,2253,2141,230,944,569,43,146,35,39,9,23,17,4,9,46,24,3,99,46,10,2,4,8,3,7,13,4,0,1,0,0,0,1,0,0,0,0,0,8,3,1,1,0,0,0,2,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,1,1
"G1201150","2010","3","5","Florida","12","Sarasota County","115",,,,,,,,,,,,"494",,,,,,,,,,,,"Sarasota County",,319713,316578,294252,12470,730,3774,106,5246,3135,2912,435,878,463,52,656,91,37,26,114,18,1,40,38,45,18,206,80,22,1,17,15,3,9,22,11,5,1,0,3,6,2,4,4,0,0,1,11,2,1,4,1,1,0,0,1,0,1,0,0,0,0,0,6,6,0,0,0,0,0,0,0
"G1201170","2010","3","5","Florida","12","Seminole County","117",,,,,,,,,,,,"422",,,,,,,,,,,,"Seminole County",,325537,318872,260841,33899,1067,11894,194,10977,6665,6149,1133,1052,1168,77,1397,227,262,80,302,23,9,50,41,259,69,463,179,70,7,63,20,4,19,22,16,6,12,2,4,6,20,5,1,2,0,5,50,18,5,14,2,6,0,3,0,0,1,0,1,0,0,0,3,2,1,0,0,0,0,0,0
"G1201190","2010","3","5","Florida","12","Sumter County","119",,,,,,,,,,,,"422",,,,,,,,,,,,"Sumter County",,84908,84223,74537,7747,319,540,32,1048,685,654,61,234,63,15,144,42,12,9,31,5,1,8,7,16,6,27,6,2,1,2,3,0,0,7,1,0,1,0,3,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"G1201210","2010","3","5","Florida","12","Suwannee County","121",,,,,,,,,,,,"999",,,,,,,,,,,,"Suwannee County",,32102,31721,27038,3480,161,181,11,850,381,358,36,190,27,7,68,11,1,0,3,2,0,7,1,3,2,19,7,0,0,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1201230","2010","3","5","Florida","12","Taylor County","123",,,,,,,,,,,,"999",,,,,,,,,,,,"Taylor County",,18125,17897,13694,3788,145,109,3,158,228,218,13,140,21,4,29,2,3,2,0,2,0,1,1,0,0,9,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1201250","2010","3","5","Florida","12","Union County","125",,,,,,,,,,,,"999",,,,,,,,,,,,"Union County",,12525,12426,9232,3034,42,30,2,86,99,97,22,45,8,1,13,4,0,0,1,0,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1201270","2010","3","5","Florida","12","Volusia County","127",,,,,,,,,,,,"422",,,,,,,,,,,,"Volusia County",,401320,395694,340416,38102,1431,6013,168,9564,5626,5232,931,1546,758,71,1002,206,93,52,244,37,3,53,43,137,56,362,185,38,2,31,27,5,10,20,11,13,2,1,0,2,7,4,1,3,0,0,30,10,1,7,3,0,1,4,1,1,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0
"G1201290","2010","3","5","Florida","12","Wakulla County","129",,,,,,,,,,,,"999",,,,,,,,,,,,"Wakulla County",,23851,23577,19464,3707,153,133,16,104,274,259,37,149,30,9,13,3,2,3,0,4,1,2,1,0,5,15,8,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1201310","2010","3","5","Florida","12","Walton County","131",,,,,,,,,,,,"999",,,,,,,,,,,,"Walton County",,43713,42949,38929,2375,410,400,45,790,764,743,48,481,112,8,54,15,4,3,2,3,0,1,5,6,1,21,8,3,0,0,5,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1201330","2010","3","5","Florida","12","Washington County","133",,,,,,,,,,,,"999",,,,,,,,,,,,"Washington County",,19626,19354,15918,2975,240,98,9,114,272,264,35,148,23,1,15,34,1,0,1,2,1,0,2,0,1,8,0,1,0,0,1,0,1,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300010","2010","3","5","Georgia","13","Appling County","001",,,,,,,,,,,,"999",,,,,,,,,,,,"Appling County",,13542,13470,10287,2400,47,90,13,633,72,65,7,28,4,0,17,3,0,0,3,0,0,2,0,0,1,7,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300030","2010","3","5","Georgia","13","Atkinson County","003",,,,,,,,,,,,"999",,,,,,,,,,,,"Atkinson County",,5945,5891,3896,1032,37,18,20,888,54,54,3,19,3,1,17,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300050","2010","3","5","Georgia","13","Bacon County","005",,,,,,,,,,,,"999",,,,,,,,,,,,"Bacon County",,8270,8207,6681,1190,12,29,6,289,63,63,22,14,10,0,12,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300070","2010","3","5","Georgia","13","Baker County","007",,,,,,,,,,,,"999",,,,,,,,,,,,"Baker County",,2650,2639,1350,1217,8,19,2,43,11,10,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300090","2010","3","5","Georgia","13","Baldwin County","009",,,,,,,,,,,,"999",,,,,,,,,,,,"Baldwin County",,36369,36087,21331,13920,71,485,16,264,282,265,47,79,51,4,28,20,7,4,15,2,2,1,1,4,0,17,13,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300110","2010","3","5","Georgia","13","Banks County","011",,,,,,,,,,,,"999",,,,,,,,,,,,"Banks County",,13752,13597,12733,332,40,116,3,373,155,152,12,88,13,1,21,3,1,0,0,1,0,1,1,8,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300130","2010","3","5","Georgia","13","Barrow County","013",,,,,,,,,,,,"122",,,,,,,,,,,,"Barrow County",,49778,49095,40379,5475,122,1519,17,1583,683,655,116,232,94,4,113,26,10,4,16,7,1,6,3,17,6,27,14,1,1,0,3,0,0,2,0,0,1,0,0,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300150","2010","3","5","Georgia","13","Bartow County","015",,,,,,,,,,,,"122",,,,,,,,,,,,"Bartow County",,73357,72398,62100,7112,297,529,42,2318,959,914,94,430,98,15,176,20,14,9,14,12,0,6,0,20,6,41,23,3,0,0,0,0,5,7,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
"G1300170","2010","3","5","Georgia","13","Ben Hill County","017",,,,,,,,,,,,"999",,,,,,,,,,,,"Ben Hill County",,12966,12873,8133,4218,36,85,2,399,93,86,14,42,9,2,4,8,0,2,0,2,0,0,0,1,2,7,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300190","2010","3","5","Georgia","13","Berrien County","019",,,,,,,,,,,,"999",,,,,,,,,,,,"Berrien County",,14347,14247,12425,1417,41,58,4,302,100,96,7,41,18,0,19,5,1,0,0,0,0,4,1,0,0,4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300210","2010","3","5","Georgia","13","Bibb County","021",,,,,,,,,,,,"356",,,,,,,,,,,,"Bibb County",,115428,114280,54790,55948,264,1923,97,1258,1148,1024,202,206,143,20,85,128,75,15,61,13,0,8,10,45,13,103,57,11,0,3,12,1,0,11,0,0,1,0,0,4,0,1,0,0,0,2,19,7,1,3,2,0,0,0,0,0,0,4,1,0,1,0,2,2,0,0,0,0,0,0,0
"G1300230","2010","3","5","Georgia","13","Bleckley County","023",,,,,,,,,,,,"999",,,,,,,,,,,,"Bleckley County",,10114,10054,7210,2678,10,88,3,65,60,51,12,14,6,0,6,3,3,1,3,1,0,1,1,0,0,9,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300250","2010","3","5","Georgia","13","Brantley County","025",,,,,,,,,,,,"999",,,,,,,,,,,,"Brantley County",,13518,13369,12845,389,36,26,2,71,149,141,6,110,4,2,16,2,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0
"G1300270","2010","3","5","Georgia","13","Brooks County","027",,,,,,,,,,,,"999",,,,,,,,,,,,"Brooks County",,12393,12278,7757,4117,42,38,7,317,115,109,12,48,14,2,21,8,1,0,1,0,0,0,0,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300290","2010","3","5","Georgia","13","Bryan County","029",,,,,,,,,,,,"496",,,,,,,,,,,,"Bryan County",,21376,21081,17559,2890,79,337,18,198,295,276,56,81,58,10,28,9,6,3,6,0,1,3,7,4,4,18,7,0,0,0,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300310","2010","3","5","Georgia","13","Bulloch County","031",,,,,,,,,,,,"999",,,,,,,,,,,,"Bulloch County",,55824,55162,38650,14640,141,833,51,847,662,609,135,161,107,9,74,43,24,10,19,3,1,8,7,6,2,47,24,3,0,2,3,0,1,1,4,0,0,3,0,3,2,1,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300330","2010","3","5","Georgia","13","Burke County","033",,,,,,,,,,,,"999",,,,,,,,,,,,"Burke County",,16731,16591,8479,7803,40,64,11,194,140,122,24,49,9,0,15,11,3,1,5,0,0,3,0,2,0,15,9,0,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"G1300350","2010","3","5","Georgia","13","Butts County","035",,,,,,,,,,,,"122",,,,,,,,,,,,"Butts County",,18330,18176,12898,5048,48,86,2,94,154,153,25,65,25,1,10,15,1,1,6,0,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300370","2010","3","5","Georgia","13","Calhoun County","037",,,,,,,,,,,,"999",,,,,,,,,,,,"Calhoun County",,5374,5335,1953,3234,9,22,18,99,39,38,12,8,0,0,3,7,3,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300390","2010","3","5","Georgia","13","Camden County","039",,,,,,,,,,,,"999",,,,,,,,,,,,"Camden County",,36861,36208,28239,6783,188,562,55,381,653,597,94,175,129,15,65,42,21,5,27,3,0,2,9,7,3,50,19,4,0,0,6,0,3,7,2,0,3,1,1,3,1,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"G1300430","2010","3","5","Georgia","13","Candler County","043",,,,,,,,,,,,"999",,,,,,,,,,,,"Candler County",,8179,8126,5577,1935,8,38,5,563,53,50,9,15,8,1,13,2,0,1,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300450","2010","3","5","Georgia","13","Carroll County","045",,,,,,,,,,,,"122",,,,,,,,,,,,"Carroll County",,82403,81362,63993,14491,294,630,25,1929,1041,972,235,301,99,11,153,46,25,8,45,4,0,12,9,17,7,60,43,3,2,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,1,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300470","2010","3","5","Georgia","13","Catoosa County","047",,,,,,,,,,,,"174",,,,,,,,,,,,"Catoosa County",,48002,47489,45420,946,144,572,23,384,513,495,66,267,69,19,33,11,1,0,2,1,1,1,0,16,8,16,10,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"G1300490","2010","3","5","Georgia","13","Charlton County","049",,,,,,,,,,,,"999",,,,,,,,,,,,"Charlton County",,9529,9417,6539,2762,39,49,3,25,112,105,18,55,9,3,2,11,1,1,1,1,1,1,0,1,0,7,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300510","2010","3","5","Georgia","13","Chatham County","051",,,,,,,,,,,,"496",,,,,,,,,,,,"Chatham County",,205121,202069,116067,76005,560,5073,182,4182,3052,2780,610,504,590,46,339,225,144,33,114,18,3,19,19,86,30,247,144,18,5,9,14,1,4,25,5,3,3,3,2,5,1,1,2,0,2,0,22,8,1,6,0,0,2,1,0,1,2,1,0,0,0,0,3,3,0,0,0,0,0,0,0
"G1300530","2010","3","5","Georgia","13","Chattahoochee County","053",,,,,,,,,,,,"194",,,,,,,,,,,,"Chattahoochee County",,8214,7968,5804,1496,68,194,36,370,246,224,41,47,55,13,29,6,5,3,8,1,1,3,4,6,2,22,5,6,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300550","2010","3","5","Georgia","13","Chattooga County","055",,,,,,,,,,,,"999",,,,,,,,,,,,"Chattooga County",,20157,19957,16916,2491,51,79,14,406,200,196,31,85,12,4,35,6,3,3,3,0,0,2,4,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"G1300570","2010","3","5","Georgia","13","Cherokee County","057",,,,,,,,,,,,"122",,,,,,,,,,,,"Cherokee County",,155426,153289,137012,8184,587,2545,92,4869,2137,1988,292,569,384,33,407,49,55,17,56,16,8,26,17,51,8,139,59,19,1,6,12,0,8,12,6,3,4,0,0,1,1,1,1,2,1,2,8,3,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1
"G1300590","2010","3","5","Georgia","13","Clarke County","059",,,,,,,,,,,,"999",,,,,,,,,,,,"Clarke County",,96291,94659,63968,22492,181,4290,59,3669,1632,1515,286,218,433,19,247,60,66,10,64,15,3,8,18,60,8,108,49,12,3,6,8,0,8,9,4,1,2,0,1,2,1,1,0,0,0,1,8,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"G1300610","2010","3","5","Georgia","13","Clay County","061",,,,,,,,,,,,"999",,,,,,,,,,,,"Clay County",,2466,2454,1051,1380,11,8,1,3,12,11,0,3,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"G1300630","2010","3","5","Georgia","13","Clayton County","063",,,,,,,,,,,,"122",,,,,,,,,,,,"Clayton County",,184445,181010,39846,119218,680,9765,107,11394,3435,3090,733,235,143,12,584,471,168,106,359,52,4,48,22,113,40,313,206,16,2,29,7,0,1,5,2,2,5,2,9,7,4,12,0,3,1,0,19,13,0,4,0,2,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,1,1
"G1300650","2010","3","5","Georgia","13","Clinch County","065",,,,,,,,,,,,"999",,,,,,,,,,,,"Clinch County",,4955,4923,3531,1248,29,11,2,102,32,28,3,15,0,2,2,0,0,0,3,2,0,0,1,0,0,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
