GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHRA,AIANHHTA,AIANHHA,AITSA,ANRCA,CSAA,NECTAA,NECTADIVA,CNECTAA,CDA,SLDUA,SLDLA,VTDA,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7S001,H7S002,H7S003,H7S004,H7S005,H7S006,H7S007,H7S008,H7S009,H7S010,H7S011,H7S012,H7S013,H7S014,H7S015,H7S016,H7S017,H7S018,H7S019,H7S020,H7S021,H7S022,H7S023,H7S024,H7S025,H7S026,H7S027,H7S028,H7S029,H7S030,H7S031,H7S032,H7S033,H7S034,H7S035,H7S036,H7S037,H7S038,H7S039,H7S040,H7S041,H7S042,H7S043,H7S044,H7S045,H7S046,H7S047,H7S048,H7S049,H7S050,H7S051,H7S052,H7S053,H7S054,H7S055,H7S056,H7S057,H7S058,H7S059,H7S060,H7S061,H7S062,H7S063,H7S064,H7S065,H7S066,H7S067,H7S068,H7S069,H7S070,H7S071
"G3800330","2010","2","4","North Dakota","38","Golden Valley County","033",,,,,,,,,,,,"999",,,,,,,,,,,,"Golden Valley County",,1276,1270,1256,4,2,1,1,6,6,6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800350","2010","2","4","North Dakota","38","Grand Forks County","035",,,,,,,,,,,,"999",,,,,,,,,,,,"Grand Forks County",,53440,52639,49029,945,1145,1089,30,401,801,749,102,355,173,15,47,18,9,1,3,5,3,4,10,3,1,44,16,2,2,1,7,1,0,11,0,0,0,0,1,0,0,0,1,1,1,0,8,2,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800370","2010","2","4","North Dakota","38","Grant County","037",,,,,,,,,,,,"999",,,,,,,,,,,,"Grant County",,1944,1934,1910,1,19,1,0,3,10,10,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800390","2010","2","4","North Dakota","38","Griggs County","039",,,,,,,,,,,,"999",,,,,,,,,,,,"Griggs County",,1961,1957,1941,4,6,2,0,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800410","2010","2","4","North Dakota","38","Hettinger County","041",,,,,,,,,,,,"999",,,,,,,,,,,,"Hettinger County",,2009,1998,1945,5,43,1,3,1,11,11,1,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800430","2010","2","4","North Dakota","38","Kidder County","043",,,,,,,,,,,,"999",,,,,,,,,,,,"Kidder County",,1912,1910,1859,2,5,11,0,33,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800450","2010","2","4","North Dakota","38","LaMoure County","045",,,,,,,,,,,,"999",,,,,,,,,,,,"LaMoure County",,3266,3254,3235,1,10,3,0,5,12,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800470","2010","2","4","North Dakota","38","Logan County","047",,,,,,,,,,,,"999",,,,,,,,,,,,"Logan County",,1570,1566,1554,1,6,3,0,2,4,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800490","2010","2","4","North Dakota","38","McHenry County","049",,,,,,,,,,,,"999",,,,,,,,,,,,"McHenry County",,4216,4192,4135,7,23,12,0,15,24,20,2,15,1,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800510","2010","2","4","North Dakota","38","McIntosh County","051",,,,,,,,,,,,"999",,,,,,,,,,,,"McIntosh County",,2296,2287,2260,4,8,8,0,7,9,9,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800530","2010","2","4","North Dakota","38","McKenzie County","053",,,,,,,,,,,,"999",,,,,,,,,,,,"McKenzie County",,4669,4615,3729,5,845,13,1,22,54,54,3,44,1,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800550","2010","2","4","North Dakota","38","McLean County","055",,,,,,,,,,,,"999",,,,,,,,,,,,"McLean County",,7195,7120,6685,4,407,11,1,12,75,75,4,64,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800570","2010","2","4","North Dakota","38","Mercer County","057",,,,,,,,,,,,"999",,,,,,,,,,,,"Mercer County",,6625,6595,6387,12,145,22,8,21,30,29,2,23,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800590","2010","2","4","North Dakota","38","Morton County","059",,,,,,,,,,,,"999",,,,,,,,,,,,"Morton County",,20910,20703,19912,64,594,43,18,72,207,202,15,125,24,2,21,8,1,0,0,2,1,2,1,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"G3800610","2010","2","4","North Dakota","38","Mountrail County","061",,,,,,,,,,,,"999",,,,,,,,,,,,"Mountrail County",,5843,5746,4139,13,1536,13,1,44,97,96,1,77,2,0,3,3,0,0,0,3,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800630","2010","2","4","North Dakota","38","Nelson County","063",,,,,,,,,,,,"999",,,,,,,,,,,,"Nelson County",,2566,2541,2511,6,20,2,1,1,25,19,0,13,1,0,0,0,0,0,1,0,0,0,0,4,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800650","2010","2","4","North Dakota","38","Oliver County","065",,,,,,,,,,,,"999",,,,,,,,,,,,"Oliver County",,1436,1433,1406,3,19,2,0,3,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800670","2010","2","4","North Dakota","38","Pembina County","067",,,,,,,,,,,,"999",,,,,,,,,,,,"Pembina County",,5813,5766,5603,13,96,9,2,43,47,44,2,36,4,0,0,0,0,0,0,1,0,0,1,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800690","2010","2","4","North Dakota","38","Pierce County","069",,,,,,,,,,,,"999",,,,,,,,,,,,"Pierce County",,3419,3403,3234,11,135,2,1,20,16,16,1,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800710","2010","2","4","North Dakota","38","Ramsey County","071",,,,,,,,,,,,"999",,,,,,,,,,,,"Ramsey County",,8936,8796,8059,33,642,38,5,19,140,133,2,114,7,1,6,1,0,0,0,0,0,2,0,0,0,7,2,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800730","2010","2","4","North Dakota","38","Ransom County","073",,,,,,,,,,,,"999",,,,,,,,,,,,"Ransom County",,4176,4152,4107,5,16,16,2,6,24,23,4,14,2,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800750","2010","2","4","North Dakota","38","Renville County","075",,,,,,,,,,,,"999",,,,,,,,,,,,"Renville County",,1936,1926,1908,2,7,5,0,4,10,9,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800770","2010","2","4","North Dakota","38","Richland County","077",,,,,,,,,,,,"244",,,,,,,,,,,,"Richland County",,12659,12571,12153,76,228,69,5,40,88,87,15,58,9,2,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800790","2010","2","4","North Dakota","38","Rolette County","079",,,,,,,,,,,,"999",,,,,,,,,,,,"Rolette County",,9277,9115,2345,14,6727,13,1,15,162,161,0,145,0,0,0,10,0,0,0,3,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800810","2010","2","4","North Dakota","38","Sargent County","081",,,,,,,,,,,,"999",,,,,,,,,,,,"Sargent County",,2957,2944,2910,2,15,9,2,6,13,11,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800830","2010","2","4","North Dakota","38","Sheridan County","083",,,,,,,,,,,,"999",,,,,,,,,,,,"Sheridan County",,1110,1104,1090,2,7,2,2,1,6,6,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800850","2010","2","4","North Dakota","38","Sioux County","085",,,,,,,,,,,,"999",,,,,,,,,,,,"Sioux County",,2637,2581,429,6,2136,4,2,4,56,53,0,45,0,0,0,1,0,1,0,3,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800870","2010","2","4","North Dakota","38","Slope County","087",,,,,,,,,,,,"999",,,,,,,,,,,,"Slope County",,581,579,569,0,10,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800890","2010","2","4","North Dakota","38","Stark County","089",,,,,,,,,,,,"999",,,,,,,,,,,,"Stark County",,19013,18875,18177,159,169,267,9,94,138,134,14,71,23,9,14,1,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"G3800910","2010","2","4","North Dakota","38","Steele County","091",,,,,,,,,,,,"999",,,,,,,,,,,,"Steele County",,1554,1547,1523,2,15,1,0,6,7,7,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800930","2010","2","4","North Dakota","38","Stutsman County","093",,,,,,,,,,,,"999",,,,,,,,,,,,"Stutsman County",,16769,16624,16104,97,241,87,11,84,145,137,8,68,20,4,23,4,0,0,0,0,0,3,3,1,3,6,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"G3800950","2010","2","4","North Dakota","38","Towner County","095",,,,,,,,,,,,"999",,,,,,,,,,,,"Towner County",,1814,1807,1761,1,43,1,0,1,7,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800970","2010","2","4","North Dakota","38","Traill County","097",,,,,,,,,,,,"999",,,,,,,,,,,,"Traill County",,6311,6265,6111,39,49,14,1,51,46,44,7,25,7,3,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800990","2010","2","4","North Dakota","38","Walsh County","099",,,,,,,,,,,,"999",,,,,,,,,,,,"Walsh County",,8652,8585,8215,12,116,35,2,205,67,65,2,34,5,1,16,1,2,0,1,0,0,2,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3801010","2010","2","4","North Dakota","38","Ward County","101",,,,,,,,,,,,"999",,,,,,,,,,,,"Ward County",,47173,46441,43365,1163,1071,466,61,315,732,689,127,269,143,9,64,27,16,5,3,5,0,4,9,8,0,42,17,3,2,1,2,0,1,11,1,0,0,0,1,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3801030","2010","2","4","North Dakota","38","Wells County","103",,,,,,,,,,,,"999",,,,,,,,,,,,"Wells County",,3443,3427,3410,3,9,2,1,2,16,16,3,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3801050","2010","2","4","North Dakota","38","Williams County","105",,,,,,,,,,,,"999",,,,,,,,,,,,"Williams County",,17233,16918,16116,47,646,55,3,51,315,302,16,247,12,2,15,3,0,0,0,3,0,2,1,1,0,9,1,0,0,0,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0
"G3900010","2010","2","3","Ohio","39","Adams County","001",,,,,,,,,,,,"999",,,,,,,,,,,,"Adams County",,21415,21163,20958,58,93,27,2,25,252,245,16,189,13,0,19,3,0,0,0,1,0,2,2,0,0,7,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900030","2010","2","3","Ohio","39","Allen County","003",,,,,,,,,,,,"338",,,,,,,,,,,,"Allen County",,80886,79895,69696,8954,165,561,13,506,991,915,355,253,93,8,79,60,8,3,16,4,1,0,18,15,2,73,47,5,2,2,3,1,2,4,1,0,1,0,1,1,0,0,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900050","2010","2","3","Ohio","39","Ashland County","005",,,,,,,,,,,,"999",,,,,,,,,,,,"Ashland County",,40463,40187,39500,291,65,238,26,67,276,253,50,128,32,9,21,3,1,0,1,0,0,0,5,3,0,15,5,1,0,0,1,0,0,2,2,1,0,1,0,0,0,0,2,0,0,0,8,4,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900070","2010","2","3","Ohio","39","Ashtabula County","007",,,,,,,,,,,,"184",,,,,,,,,,,,"Ashtabula County",,77490,76618,72595,2850,194,279,18,682,872,825,238,338,76,18,83,29,5,1,7,3,0,1,4,18,4,47,31,1,0,3,4,1,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900090","2010","2","3","Ohio","39","Athens County","009",,,,,,,,,,,,"999",,,,,,,,,,,,"Athens County",,54508,53587,50108,1551,142,1590,15,181,921,815,204,302,186,15,36,30,14,1,6,2,1,4,5,9,0,96,68,6,0,5,5,0,1,7,1,0,0,0,1,0,0,0,2,0,0,0,10,2,1,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900110","2010","2","3","Ohio","39","Auglaize County","011",,,,,,,,,,,,"338",,,,,,,,,,,,"Auglaize County",,34283,34109,33731,92,65,119,7,95,174,153,22,78,24,5,12,3,1,0,1,0,0,3,3,0,1,19,15,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900130","2010","2","3","Ohio","39","Belmont County","013",,,,,,,,,,,,"999",,,,,,,,,,,,"Belmont County",,56545,56139,53313,2485,67,202,6,66,406,377,127,177,35,6,14,7,2,0,3,1,0,1,2,1,1,29,23,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900150","2010","2","3","Ohio","39","Brown County","015",,,,,,,,,,,,"178",,,,,,,,,,,,"Brown County",,33808,33572,33091,292,66,78,2,43,236,231,25,157,23,8,8,6,1,1,0,1,0,0,1,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900170","2010","2","3","Ohio","39","Butler County","017",,,,,,,,,,,,"178",,,,,,,,,,,,"Butler County",,275526,272188,242460,18377,576,6553,163,4059,3338,3134,821,942,587,42,339,115,54,14,50,14,0,13,23,106,14,189,110,17,1,9,15,1,4,14,8,4,3,0,1,0,1,1,0,0,0,0,12,8,0,2,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0
"G3900190","2010","2","3","Ohio","39","Carroll County","019",,,,,,,,,,,,"999",,,,,,,,,,,,"Carroll County",,22199,22022,21817,86,52,44,0,23,177,162,20,104,12,0,7,7,0,0,2,1,0,3,3,2,1,15,10,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900210","2010","2","3","Ohio","39","Champaign County","021",,,,,,,,,,,,"212",,,,,,,,,,,,"Champaign County",,30057,29725,28716,675,111,122,11,90,332,299,94,138,28,3,14,17,2,0,1,1,0,0,0,1,0,32,26,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"G3900230","2010","2","3","Ohio","39","Clark County","023",,,,,,,,,,,,"212",,,,,,,,,,,,"Clark County",,105690,104276,93477,8660,278,647,36,1178,1414,1287,433,448,140,11,90,92,11,8,16,5,1,4,6,15,7,113,81,3,1,4,4,0,7,4,1,0,0,0,0,1,2,1,1,0,0,3,11,4,0,3,2,0,0,1,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0
"G3900250","2010","2","3","Ohio","39","Clermont County","025",,,,,,,,,,,,"178",,,,,,,,,,,,"Clermont County",,146773,145533,141691,1632,304,1376,41,489,1240,1171,191,626,195,18,77,14,7,2,1,2,0,3,10,22,3,62,34,2,1,3,6,0,5,5,5,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
"G3900270","2010","2","3","Ohio","39","Clinton County","027",,,,,,,,,,,,"178",,,,,,,,,,,,"Clinton County",,31778,31448,30417,700,65,159,10,97,330,306,84,143,38,6,15,11,4,0,1,0,0,0,2,2,0,23,21,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900290","2010","2","3","Ohio","39","Columbiana County","029",,,,,,,,,,,,"566",,,,,,,,,,,,"Columbiana County",,84257,83604,80767,2029,165,252,19,372,653,613,145,298,57,15,40,16,7,0,20,1,0,5,4,5,0,32,13,2,0,2,7,0,1,1,2,0,1,0,0,0,3,0,0,0,0,0,5,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0
"G3900310","2010","2","3","Ohio","39","Coshocton County","031",,,,,,,,,,,,"999",,,,,,,,,,,,"Coshocton County",,28022,27852,27333,318,74,80,2,45,170,164,37,94,16,1,10,4,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900330","2010","2","3","Ohio","39","Crawford County","033",,,,,,,,,,,,"360",,,,,,,,,,,,"Crawford County",,33651,33447,32948,245,50,110,5,89,204,192,40,100,22,1,23,3,1,0,0,0,0,0,1,0,1,10,5,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900350","2010","2","3","Ohio","39","Cuyahoga County","035",,,,,,,,,,,,"184",,,,,,,,,,,,"Cuyahoga County",,989860,976743,659488,273709,1967,25740,231,15608,13117,11760,3223,1829,1958,149,1312,1369,407,104,618,100,9,95,104,367,116,1258,868,67,7,63,46,5,21,35,19,7,32,8,23,14,28,7,4,0,1,3,84,38,3,22,1,2,2,6,1,0,3,4,1,0,1,0,13,12,1,0,0,0,0,2,2
"G3900370","2010","2","3","Ohio","39","Darke County","037",,,,,,,,,,,,"212",,,,,,,,,,,,"Darke County",,39746,39506,39058,146,67,113,4,118,240,219,54,112,32,3,9,1,2,0,0,3,0,0,2,0,1,20,11,0,1,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900390","2010","2","3","Ohio","39","Defiance County","039",,,,,,,,,,,,"999",,,,,,,,,,,,"Defiance County",,29434,29124,27667,508,74,87,10,778,310,291,40,112,13,5,99,6,0,1,6,1,0,6,1,1,0,13,4,0,0,2,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"G3900410","2010","2","3","Ohio","39","Delaware County","041",,,,,,,,,,,,"198",,,,,,,,,,,,"Delaware County",,123710,122444,112479,4010,185,5116,42,612,1266,1166,276,326,303,18,75,39,16,4,9,7,1,3,7,80,2,87,63,7,0,0,4,2,2,6,1,0,1,0,0,1,0,0,0,0,0,0,11,5,3,1,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0
"G3900430","2010","2","3","Ohio","39","Erie County","043",,,,,,,,,,,,"999",,,,,,,,,,,,"Erie County",,59934,59131,53512,4746,166,356,6,345,803,771,262,276,54,4,97,44,11,1,9,2,0,5,0,4,2,30,23,0,0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900450","2010","2","3","Ohio","39","Fairfield County","045",,,,,,,,,,,,"198",,,,,,,,,,,,"Fairfield County",,107747,106592,99014,5742,230,1107,36,463,1155,1036,220,453,178,17,64,38,16,1,13,4,1,3,7,16,5,98,70,2,0,1,7,0,6,6,0,1,3,0,0,0,0,2,0,0,0,0,15,9,0,3,1,0,0,1,0,0,0,1,0,0,0,0,6,6,0,0,0,0,0,0,0
"G3900470","2010","2","3","Ohio","39","Fayette County","047",,,,,,,,,,,,"198",,,,,,,,,,,,"Fayette County",,21867,21658,20867,456,53,110,4,168,209,193,61,80,18,2,18,9,1,1,0,0,0,0,2,0,1,16,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900490","2010","2","3","Ohio","39","Franklin County","049",,,,,,,,,,,,"198",,,,,,,,,,,,"Franklin County",,884872,868578,643417,170425,2189,34894,450,17203,16294,14533,4519,2860,2696,155,1241,1289,444,157,426,73,7,74,119,428,45,1630,1181,68,16,71,70,8,33,55,31,7,31,8,20,9,11,6,1,2,0,2,115,61,9,21,2,3,0,4,3,4,2,3,1,1,1,0,16,13,3,0,0,0,0,0,0
"G3900510","2010","2","3","Ohio","39","Fulton County","051",,,,,,,,,,,,"534",,,,,,,,,,,,"Fulton County",,31689,31420,30462,101,91,121,3,642,269,263,26,93,31,5,93,2,0,0,6,2,0,3,0,2,0,5,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900530","2010","2","3","Ohio","39","Gallia County","053",,,,,,,,,,,,"999",,,,,,,,,,,,"Gallia County",,23582,23339,22494,587,103,106,1,48,243,218,54,123,10,2,7,15,0,0,1,5,0,0,0,1,0,25,21,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
